title,issn_print,issn-l,apc_currency,apc_amount,
Structural Equation Modeling,1070-5511,1532-8007,GBP,2690,
Structural Equation Modeling,1070-5511,1532-8007,EUR,3095,
Structural Heart,2474-8706,2474-8714,USD,2995,
Structural Heart,2474-8706,2474-8714,GBP,2295,
Structural Heart,2474-8706,2474-8714,EUR,2650,
Structure and Infrastructure Engineering,1573-2479,1744-8980,USD,2995,
Structure and Infrastructure Engineering,1573-2479,1744-8980,GBP,2295,
Structure and Infrastructure Engineering,1573-2479,1744-8980,EUR,2650,
Studia Neophilologica,0039-3274,1651-2308,USD,2995,
Studia Neophilologica,0039-3274,1651-2308,GBP,2295,
Studia Neophilologica,0039-3274,1651-2308,EUR,2650,
Studia Theologica,0039-338X,1502-7791,USD,2800,
Studia Theologica,0039-338X,1502-7791,GBP,2155,
Studia Theologica,0039-338X,1502-7791,EUR,2475,
Studies in Art Education,0039-3541,2325-8039,USD,2995,
Studies in Art Education,0039-3541,2325-8039,GBP,2295,
Studies in Art Education,0039-3541,2325-8039,EUR,2650,
Studies in Australasian Cinema,1750-3175,1750-3183,USD,2995,
Studies in Australasian Cinema,1750-3175,1750-3183,GBP,2295,
Studies in Australasian Cinema,1750-3175,1750-3183,EUR,2650,
Studies in Chinese Religions,2372-9988,2372-9996,USD,2800,
Studies in Chinese Religions,2372-9988,2372-9996,GBP,2155,
Studies in Chinese Religions,2372-9988,2372-9996,EUR,2475,
Studies in Conflict & Terrorism,1057-610X,1521-0731,USD,3300,
Studies in Conflict & Terrorism,1057-610X,1521-0731,GBP,2540,
Studies in Conflict & Terrorism,1057-610X,1521-0731,EUR,2920,
Studies in Conservation,0039-3630,2047-0584,USD,780,
Studies in Conservation,0039-3630,2047-0584,GBP,500,
Studies in Conservation,0039-3630,2047-0584,EUR,600,
Studies in Continuing Education,0158-037X,1470-126X,USD,2995,
Studies in Continuing Education,0158-037X,1470-126X,GBP,2295,
Studies in Continuing Education,0158-037X,1470-126X,EUR,2650,
Studies in Documentary Film,1750-3280,1750-3299,USD,2995,
Studies in Documentary Film,1750-3280,1750-3299,GBP,2295,
Studies in Documentary Film,1750-3280,1750-3299,EUR,2650,
Studies in Eastern European Cinema,2040-350X,2040-3518,USD,2995,
Studies in Eastern European Cinema,2040-350X,2040-3518,GBP,2295,
Studies in Eastern European Cinema,2040-350X,2040-3518,EUR,2650,
Studies in European Cinema,1741-1548,2040-0594,USD,2995,
Studies in European Cinema,1741-1548,2040-0594,GBP,2295,
Studies in European Cinema,1741-1548,2040-0594,EUR,2650,
Studies in Gender and Sexuality,1524-0657,1940-9206,USD,2995,
Studies in Gender and Sexuality,1524-0657,1940-9206,GBP,2295,
Studies in Gender and Sexuality,1524-0657,1940-9206,EUR,2650,
Studies in Higher Education,0307-5079,1470-174X,USD,2800,
Studies in Higher Education,0307-5079,1470-174X,GBP,2155,
Studies in Higher Education,0307-5079,1470-174X,EUR,2475,
Studies in Political Economy,0707-8552,1918-7033,USD,2800,
Studies in Political Economy,0707-8552,1918-7033,GBP,2155,
Studies in Political Economy,0707-8552,1918-7033,EUR,2475,
Studies in Psychology,0210-9395,1579-3699,USD,2995,
Studies in Psychology,0210-9395,1579-3699,GBP,2295,
Studies in Psychology,0210-9395,1579-3699,EUR,2650,
Studies in Russian and Soviet Cinema,1750-3132,1750-3140,USD,2995,
Studies in Russian and Soviet Cinema,1750-3132,1750-3140,GBP,2295,
Studies in Russian and Soviet Cinema,1750-3132,1750-3140,EUR,2650,
Studies in Science Education,0305-7267,1940-8412,USD,2800,
Studies in Science Education,0305-7267,1940-8412,GBP,2155,
Studies in Science Education,0305-7267,1940-8412,EUR,2475,
Studies in the Education of Adults,0266-0830,1478-9833,USD,2995,
Studies in the Education of Adults,0266-0830,1478-9833,GBP,2295,
Studies in the Education of Adults,0266-0830,1478-9833,EUR,2650,
Studies in the History of Gardens & Designed Landscapes,1460-1176,1943-2186,USD,2800,
Studies in the History of Gardens & Designed Landscapes,1460-1176,1943-2186,GBP,2155,
Studies in the History of Gardens & Designed Landscapes,1460-1176,1943-2186,EUR,2475,
Studies in Theatre and Performance,1468-2761,2040-0616,USD,3300,
Studies in Theatre and Performance,1468-2761,2040-0616,GBP,2540,
Studies in Theatre and Performance,1468-2761,2040-0616,EUR,2920,
Studies in Travel Writing,1364-5145,1755-7550,USD,2800,
Studies in Travel Writing,1364-5145,1755-7550,GBP,2155,
Studies in Travel Writing,1364-5145,1755-7550,EUR,2475,
Studies on Neotropical Fauna and Environment,0165-0521,1744-5140,USD,2995,
Studies on Neotropical Fauna and Environment,0165-0521,1744-5140,GBP,2295,
Studies on Neotropical Fauna and Environment,0165-0521,1744-5140,EUR,2650,
Studying Teacher Education,1742-5964,1742-5972,USD,2995,
Studying Teacher Education,1742-5964,1742-5972,GBP,2295,
Studying Teacher Education,1742-5964,1742-5972,EUR,2650,
Substance Abuse,0889-7077,1547-0164,USD,3500,
Substance Abuse,0889-7077,1547-0164,GBP,2690,
Substance Abuse,0889-7077,1547-0164,EUR,3095,
Substance Use & Misuse,1082-6084,1532-2491,USD,3300,
Substance Use & Misuse,1082-6084,1532-2491,GBP,2540,
Substance Use & Misuse,1082-6084,1532-2491,EUR,2920,
Supply Chain Forum: An International Journal,1625-8312,1624-6039,USD,2995,
Supply Chain Forum: An International Journal,1625-8312,1624-6039,GBP,2295,
Supply Chain Forum: An International Journal,1625-8312,1624-6039,EUR,2650,
Supramolecular Chemistry,1061-0278,1029-0478,USD,3300,
Supramolecular Chemistry,1061-0278,1029-0478,GBP,2540,
Supramolecular Chemistry,1061-0278,1029-0478,EUR,2920,
Surface Engineering,0267-0844,1743-2944,USD,3500,
Surface Engineering,0267-0844,1743-2944,GBP,2690,
Surface Engineering,0267-0844,1743-2944,EUR,3095,
Survey Review,0039-6265,1752-2706,USD,2995,
Survey Review,0039-6265,1752-2706,GBP,2295,
Survey Review,0039-6265,1752-2706,EUR,2650,
"Sustainability: Science, Practice and Policy",n/a,1548-7733,EUR,705,
"Sustainability: Science, Practice and Policy",n/a,1548-7733,EUR,440,
Sustainable and Resilient Infrastructure,2378-9689,2378-9697,USD,2995,
Sustainable and Resilient Infrastructure,2378-9689,2378-9697,GBP,2295,
Sustainable and Resilient Infrastructure,2378-9689,2378-9697,EUR,2650,
Sustainable Environment,n/a,2765-8511,USD,1200,
Sustainable Environment,n/a,2765-8511,GBP,925,
Sustainable Environment,n/a,2765-8511,EUR,1055,
Symbolae Osloenses,0039-7679,1502-7805,USD,2995,
Symbolae Osloenses,0039-7679,1502-7805,GBP,2295,
Symbolae Osloenses,0039-7679,1502-7805,EUR,2650,
Symposium,0039-7709,1931-0676,EUR,2650,
Synchrotron Radiation News,0894-0886,1931-7344,USD,2800,
Synchrotron Radiation News,0894-0886,1931-7344,GBP,2155,
Synchrotron Radiation News,0894-0886,1931-7344,EUR,2475,
Synthetic Communications,0039-7911,1532-2432,USD,2995,
Synthetic Communications,0039-7911,1532-2432,GBP,2295,
Synthetic Communications,0039-7911,1532-2432,EUR,2650,
Systematics and Biodiversity,1477-2000,1478-0933,USD,2995,
Systematics and Biodiversity,1477-2000,1478-0933,GBP,2295,
Systematics and Biodiversity,1477-2000,1478-0933,EUR,2650,
Systems Biology in Reproductive Medicine,1939-6368,1939-6376,USD,3500,
Systems Biology in Reproductive Medicine,1939-6368,1939-6376,GBP,2690,
Systems Biology in Reproductive Medicine,1939-6368,1939-6376,EUR,3095,
Systems Science & Control Engineering,n/a,2164-2583,USD,1200,
Systems Science & Control Engineering,n/a,2164-2583,GBP,925,
Systems Science & Control Engineering,n/a,2164-2583,EUR,1055,
"Tapuya: Latin American Science, Technology and Society",n/a,2572-9861,USD,600,
"Tapuya: Latin American Science, Technology and Society",n/a,2572-9861,GBP,460,
"Tapuya: Latin American Science, Technology and Society",n/a,2572-9861,EUR,530,
Teacher Development,1366-4530,1747-5120,USD,2995,
Teacher Development,1366-4530,1747-5120,GBP,2295,
Teacher Development,1366-4530,1747-5120,EUR,2650,
Teachers and Teaching,1354-0602,1470-1278,USD,3500,
Teachers and Teaching,1354-0602,1470-1278,GBP,2690,
Teachers and Teaching,1354-0602,1470-1278,EUR,3095,
Teaching and Learning in Medicine,1040-1334,1532-8015,USD,2995,
Teaching and Learning in Medicine,1040-1334,1532-8015,GBP,2295,
Teaching and Learning in Medicine,1040-1334,1532-8015,EUR,2650,
Teaching Artist Journal,1541-1796,1541-180X,USD,2995,
Teaching Artist Journal,1541-1796,1541-180X,GBP,2295,
Teaching Artist Journal,1541-1796,1541-180X,EUR,2650,
Teaching Education,1047-6210,1470-1286,USD,2995,
Teaching Education,1047-6210,1470-1286,GBP,2295,
Teaching Education,1047-6210,1470-1286,EUR,2650,
Teaching in Higher Education,1356-2517,1470-1294,USD,2800,
Teaching in Higher Education,1356-2517,1470-1294,GBP,2155,
Teaching in Higher Education,1356-2517,1470-1294,EUR,2475,
Technical Communication Quarterly,1057-2252,1542-7625,USD,2995,
Technical Communication Quarterly,1057-2252,1542-7625,GBP,2295,
Technical Communication Quarterly,1057-2252,1542-7625,EUR,2650,
Technical Services Quarterly,0731-7131,1555-3337,USD,2995,
Technical Services Quarterly,0731-7131,1555-3337,GBP,2295,
Technical Services Quarterly,0731-7131,1555-3337,EUR,2650,
Technology Analysis & Strategic Management,0953-7325,1465-3990,USD,2995,
Technology Analysis & Strategic Management,0953-7325,1465-3990,GBP,2295,
Technology Analysis & Strategic Management,0953-7325,1465-3990,EUR,2650,
"Technology, Pedagogy and Education",1475-939X,1747-5139,USD,2995,
"Technology, Pedagogy and Education",1475-939X,1747-5139,GBP,2295,
"Technology, Pedagogy and Education",1475-939X,1747-5139,EUR,2650,
Technology: Architecture & Design,2475-1448,2475-143X,USD,2800,
Technology: Architecture & Design,2475-1448,2475-143X,GBP,2155,
Technology: Architecture & Design,2475-1448,2475-143X,EUR,2475,
Technometrics,0040-1706,1537-2723,USD,3300,
Technometrics,0040-1706,1537-2723,GBP,2540,
Technometrics,0040-1706,1537-2723,EUR,2920,
Tel Aviv,0334-4355,2040-4786,USD,2800,
Tel Aviv,0334-4355,2040-4786,GBP,2155,
Tel Aviv,0334-4355,2040-4786,EUR,2475,
Tellus A: Dynamic Meteorology and Oceanography,n/a,1600-0870,USD,0,
Tellus A: Dynamic Meteorology and Oceanography,n/a,1600-0870,GBP,0,
Tellus A: Dynamic Meteorology and Oceanography,n/a,1600-0870,EUR,0,
Tellus B: Chemical and Physical Meteorology,n/a,1600-0889,USD,0,
Tellus B: Chemical and Physical Meteorology,n/a,1600-0889,GBP,0,
Tellus B: Chemical and Physical Meteorology,n/a,1600-0889,EUR,0,
Temperature,2332-8940,2332-8959,USD,3500,
Temperature,2332-8940,2332-8959,GBP,2690,
Temperature,2332-8940,2332-8959,EUR,3095,
Terrae Incognitae,0082-2884,2040-8706,USD,2800,
Terrae Incognitae,0082-2884,2040-8706,GBP,2155,
Terrae Incognitae,0082-2884,2040-8706,EUR,2475,
"Territory, Politics, Governance",2162-2671,2162-268X,USD,3300,
"Territory, Politics, Governance",2162-2671,2162-268X,GBP,2540,
"Territory, Politics, Governance",2162-2671,2162-268X,EUR,2920,
Terrorism & Political Violence,0954-6553,1556-1836,USD,3300,
Terrorism & Political Violence,0954-6553,1556-1836,GBP,2540,
Terrorism & Political Violence,0954-6553,1556-1836,EUR,2920,
Text and Performance Quarterly,1046-2937,1479-5760,USD,2995,
Text and Performance Quarterly,1046-2937,1479-5760,GBP,2295,
Text and Performance Quarterly,1046-2937,1479-5760,EUR,2650,
Textile,1475-9756,1751-8350,USD,2995,
Textile,1475-9756,1751-8350,GBP,2295,
Textile,1475-9756,1751-8350,EUR,2650,
Textile History,0040-4969,1743-2952,USD,2500,
Textile History,0040-4969,1743-2952,GBP,1925,
Textile History,0040-4969,1743-2952,EUR,2210,
Textual Practice,0950-236X,1470-1308,USD,3500,
Textual Practice,0950-236X,1470-1308,GBP,2690,
Textual Practice,0950-236X,1470-1308,EUR,3095,
The AAG Review of Books,n/a,2325-548X,USD,2800,
The AAG Review of Books,n/a,2325-548X,GBP,2155,
The AAG Review of Books,n/a,2325-548X,EUR,2475,
The Aging Male,1368-5538,1473-0790,USD,2500,
The Aging Male,1368-5538,1473-0790,GBP,1925,
The Aging Male,1368-5538,1473-0790,EUR,2210,
The American Journal of Bioethics,1526-5161,1536-0075,USD,2995,
The American Journal of Bioethics,1526-5161,1536-0075,GBP,2295,
The American Journal of Bioethics,1526-5161,1536-0075,EUR,2650,
The American Journal of Distance Education,0892-3647,1538-9286,USD,2995,
The American Journal of Distance Education,0892-3647,1538-9286,GBP,2295,
The American Journal of Distance Education,0892-3647,1538-9286,EUR,2650,
The American Journal of Drug and Alcohol Abuse,0095-2990,1097-9891,USD,3300,
The American Journal of Drug and Alcohol Abuse,0095-2990,1097-9891,GBP,2540,
The American Journal of Drug and Alcohol Abuse,0095-2990,1097-9891,EUR,2920,
The American Mathematical Monthly,0002-9890,1930-0972,USD,2800,
The American Mathematical Monthly,0002-9890,1930-0972,GBP,2155,
The American Mathematical Monthly,0002-9890,1930-0972,EUR,2475,
The American Statistician,0003-1305,1537-2731,USD,2995,
The American Statistician,0003-1305,1537-2731,GBP,2295,
The American Statistician,0003-1305,1537-2731,EUR,2650,
The Asia Pacific Journal of Anthropology,1444-2213,1740-9314,USD,2995,
The Asia Pacific Journal of Anthropology,1444-2213,1740-9314,GBP,2295,
The Asia Pacific Journal of Anthropology,1444-2213,1740-9314,EUR,2650,
The Black Scholar,0006-4246,2162-5387,USD,2995,
The Black Scholar,0006-4246,2162-5387,GBP,2295,
The Black Scholar,0006-4246,2162-5387,EUR,2650,
The Cartographic Journal,0008-7041,1743-2774,USD,2995,
The Cartographic Journal,0008-7041,1743-2774,GBP,2295,
The Cartographic Journal,0008-7041,1743-2774,EUR,2650,
The Chinese Economy,1097-1475,1558-0954,USD,2995,
The Chinese Economy,1097-1475,1558-0954,GBP,2295,
The Chinese Economy,1097-1475,1558-0954,EUR,2650,
The Chinese Historical Review,1547-402X,2048-7827,USD,2800,
The Chinese Historical Review,1547-402X,2048-7827,GBP,2155,
The Chinese Historical Review,1547-402X,2048-7827,EUR,2475,
The Clinical Neuropsychologist,1385-4046,1744-4144,USD,3500,
The Clinical Neuropsychologist,1385-4046,1744-4144,GBP,2690,
The Clinical Neuropsychologist,1385-4046,1744-4144,EUR,3095,
The Clinical Supervisor,0732-5223,1545-231X,USD,2995,
The Clinical Supervisor,0732-5223,1545-231X,GBP,2295,
The Clinical Supervisor,0732-5223,1545-231X,EUR,2650,
The College Mathematics Journal,0746-8342,1931-1346,USD,2800,
The College Mathematics Journal,0746-8342,1931-1346,GBP,2155,
The College Mathematics Journal,0746-8342,1931-1346,EUR,2475,
The Communication Review,1071-4421,1547-7487,USD,2995,
The Communication Review,1071-4421,1547-7487,GBP,2295,
The Communication Review,1071-4421,1547-7487,EUR,2650,
The Court Historian,1462-9712,2056-3450,USD,2995,
The Court Historian,1462-9712,2056-3450,GBP,2295,
The Court Historian,1462-9712,2056-3450,EUR,2650,
The Design Journal,1460-6925,1756-3062,USD,3500,
The Design Journal,1460-6925,1756-3062,GBP,2690,
The Design Journal,1460-6925,1756-3062,EUR,3095,
The Educational and Developmental Psychologist,2059-0776,2059-0784,USD,2250,
The Educational and Developmental Psychologist,2059-0776,2059-0784,GBP,1730,
The Educational and Developmental Psychologist,2059-0776,2059-0784,EUR,1990,
The Engineering Economist,0013-791X,1547-2701,USD,2800,
The Engineering Economist,0013-791X,1547-2701,GBP,2155,
The Engineering Economist,0013-791X,1547-2701,EUR,2475,
The European Accounting Review,0963-8180,1468-4497,USD,2800,
The European Accounting Review,0963-8180,1468-4497,GBP,2155,
The European Accounting Review,0963-8180,1468-4497,EUR,2475,
The European Journal of Contraception and Reproductive Health Care,1362-5187,1473-0782,USD,3300,
The European Journal of Contraception and Reproductive Health Care,1362-5187,1473-0782,GBP,2540,
The European Journal of Contraception and Reproductive Health Care,1362-5187,1473-0782,EUR,2920,
The European Journal of Finance,1351-847X,1466-4364,USD,2800,
The European Journal of Finance,1351-847X,1466-4364,GBP,2155,
The European Journal of Finance,1351-847X,1466-4364,EUR,2475,
The European Journal of General Practice,1381-4788,1751-1402,USD,1200,
The European Journal of General Practice,1381-4788,1751-1402,GBP,750,
The European Journal of General Practice,1381-4788,1751-1402,EUR,1000,
The European Journal of the History of Economic Thought,0967-2567,1469-5936,USD,2995,
The European Journal of the History of Economic Thought,0967-2567,1469-5936,GBP,2295,
The European Journal of the History of Economic Thought,0967-2567,1469-5936,EUR,2650,
The European Legacy,1084-8770,1470-1316,USD,2995,
The European Legacy,1084-8770,1470-1316,GBP,2295,
The European Legacy,1084-8770,1470-1316,EUR,2650,
The European Zoological Journal,n/a,2475-0263,USD,800,
The European Zoological Journal,n/a,2475-0263,GBP,615,
The European Zoological Journal,n/a,2475-0263,EUR,705,
The Explicator,0014-4940,1939-926X,USD,2995,
The Explicator,0014-4940,1939-926X,GBP,2295,
The Explicator,0014-4940,1939-926X,EUR,2650,
The Geography Teacher,1933-8341,1752-6884,USD,2800,
The Geography Teacher,1933-8341,1752-6884,GBP,2155,
The Geography Teacher,1933-8341,1752-6884,EUR,2475,
The Germanic Review,0016-8890,1930-6962,USD,2500,
The Germanic Review,0016-8890,1930-6962,GBP,1925,
The Germanic Review,0016-8890,1930-6962,EUR,2210,
The Historian,0018-2370,1540-6563,USD,2995,
The Historian,0018-2370,1540-6563,GBP,2295,
The Historian,0018-2370,1540-6563,EUR,2650,
The Historic Environment: Policy & Practice,1756-7505,1756-7513,USD,2995,
The Historic Environment: Policy & Practice,1756-7505,1756-7513,GBP,2295,
The Historic Environment: Policy & Practice,1756-7505,1756-7513,EUR,2650,
The History of the Family,1081-602X,1873-5398,USD,2995,
The History of the Family,1081-602X,1873-5398,GBP,2295,
The History of the Family,1081-602X,1873-5398,EUR,2650,
The Imaging Science Journal,1368-2199,1743-131X,USD,2800,
The Imaging Science Journal,1368-2199,1743-131X,GBP,2155,
The Imaging Science Journal,1368-2199,1743-131X,EUR,2475,
The Information Society,0197-2243,1087-6537,USD,2995,
The Information Society,0197-2243,1087-6537,GBP,2295,
The Information Society,0197-2243,1087-6537,EUR,2650,
The International History Review,0707-5332,1949-6540,USD,2995,
The International History Review,0707-5332,1949-6540,GBP,2295,
